,original_triple,SubjectCQ,PropertyCQ,ObjectCQ,Theme
0,The phone number of Superfly Aachen is +49-2406-9959980.,What is the phone number of?,What is the phone number of Superfly Aachen?,What is the phone number of Superfly Aachen?,Building
0,Tafarn Twrch phone number is +44-1639-831279.,What is the phone number of the local telecommunications company?,What is Tafarn Twrch's phone number?,What is the Tafarn Twrch phone number?,Building
0,St. John's Church is described by source as Trap Danmark 3. udgave.,What church is described by source as Trap Danmark 3?,What is St. John's Church described as Trap Danmark 3?,What is the name of St. John's Church?,Building
0,Kronborg Castle - Church is described by source as Danmarks Kirker.,What is the name of the castle described by a source as Danmarks Kirker?,Who is the source of Kronborg Castle - Church?,What is the source of the description of Kronborg Castle - Church?,Building
0,"Caraquet Range Front Lighthouse is described by source as a NGA List of Lights, Radio Aids and Fog Signals.","What is the name of the NGA List of Lights, Radio Aids and Fog Signals?",,What is Caraquet Range Front Lighthouse described as?,Building
0,Dictionary of Place Names in Armenia and Adjacent Areas is the source of Ազնաուրի բերդ.,What is the source of <unk> <unk>?,,,Building
0,The Admiralty List of Lights and Fog Signals describes Nordholmarna.,What is the name of the town that is described in the Admiralty List of Lights and Fog Signals?,How is Nordholmarna described?,What describes Nordholmarna?,Building
0,Huskvarna Church is described by source as Jönköpings och Huskvarna kyrkor.,What is the name of the church?,How is Huskvarna Church described?,What is the name of Huskvarna Church?,Building
0,The Civil Lines metro station (Delhi) has a bus facility.,What metro station has a bus facility?,What is the main feature of the Delhi metro station?,What type of transportation is available at the Civil Lines metro station?,Building
0,Osnabrücker Hütte has a shakedown facility.,What company has a shakedown facility?,What is the shakedown facility?,What facility does Osnabrücker Hütte have?,Building
0,Jersey Arms has a karaoke box.,What store has a karaoke box?,Does Jersey Arms have a karaoke box?,What kind of entertainment does Jersey Arms have?,Building
0,The Riazzino-Cugnasco railway station has a ticket machine.,Where is the ticket machine located?,What is the Riazzino-Cugnasco railway station's ticket machine?,What does the Riazzino-Cugnasco railway station have?,Building
0,Coopers Arms has a beer garden.,What restaurant has a beer garden?,Does Coopers Arms have a beer garden?,What kind of garden does Coopers Arms have?,Building
0,The Royal Oak Inn has a parking lot.,What hotel has a parking lot?,Does the Royal Oak Inn have a parking lot?,What does the Royal Oak Inn have?,Building
0,Cricklade Town Hall is different from Ockwells.,What is different from Ockwells?,What is Cricklade Town Hall different from Ockwells?,What is Cricklade Town Hall different from?,Building
0,The église Saint-Benoît d'Osnes is different from the église Saint-Benoît de Sorbon.,What is different from the église Saint-Benoît de Sorbon?,What is the église Saint-Benoît de Sorbon?,What is the église Saint-Benoît d'Osnes different from?,Building
0,The Église Saint-Benoît de Saint-Benoist-sur-Vanne is different from the Église Saint-Benoît de Saint-Benoist-de-Carmaux.,What is the other name for the Église Saint-Benoist-sur-Vanne?,What is the Église Saint-Benoist-sur-Vanne different from?,What is different from the Église Saint-Benoist-de-Carmaux?,Building
0,"St Mary on Paddington Green Church is different from St Mary Magdalene, Paddington.",What church is different from St Mary Magdalene?,,What is the name of the church that is different from St Mary on Paddington Green Church?,Building
0,The Église Saint-Benoît de Pontgibaud is different from the église Saint-Benoît de Saint-Benoît.,What is different from the église Saint-Benoît de Saint-Benoît?,What is the église Saint-Benoît de Saint-Benoît de Pontgibaud?,What is the Église Saint-Benoît de Pontgibaud different from?,Building
0,The église Saint-Benoît de Nihiru is different from the église Saint-Benoît de Teahupoo.,What is different from the église Saint-Benoît de Teahupoo?,What is the église Saint-Benoît de Nihiru?,What is the église Saint-Benoît de Nihiru different from?,Building
0,Fir Park has a maximum capacity of 13677.,What park has a maximum capacity of 13677?,What is Fir Park's capacity?,What is the maximum capacity of Fir Park?,Building
0,The maximum capacity of cinema le chouca is 240.,What is the maximum capacity of?,What is the maximum capacity of cinema le chouca?,What is the maximum capacity of cinema le chouca?,Building
0,The University at Buffalo Stadium has a capacity of 31000.,What is the name of the stadium that has a capacity of 31000?,What is the maximum capacity of the University at Buffalo Stadium?,What is the capacity of the University at Buffalo Stadium?,Building
0,"The maximum capacity of a movie theater in Les Orres, France is 255.",What is the maximum capacity of a movie theater in Les Orres?,What is the maximum capacity of a movie theater in Les Orres?,What is the maximum capacity of a movie theater in Les Orres?,Building
0,The maximum capacity of Temple Kol Ami is 250.,What temple has a capacity of 250 people?,What is the maximum capacity of Temple Kol Ami?,What is the maximum capacity of Temple Kol Ami?,Building
0,The maximum capacity of Cairo International Stadium is 100500.,What stadium has a capacity of 100500?,What is the capacity of the Cairo International Stadium?,What is the maximum capacity of the Cairo International Stadium?,Building
0,"Zisterzienserinnenkloster Kölleda was dissolved, abolished or demolished in 1554.","What was dissolved, abolished or demolished in 1554?",,When was Zisterzienserinnenkloster Kölleda dissolved?,Building
0,"Miyabaru Station was dismantled, abolished or demolished on 04/02/1965.",What was demolished on 04/02/1965?,,When was Miyabaru Station demolished?,Building
0,"PTZ tractors were dissolved, abolished or demolished in 1999.","What were dissolved, abolished or demolished in 1999?",,When were PTZ tractors demolished?,Building
0,"東京神学社 was dissolved, abolished or demolished in 1930.","What was dissolved, abolished or demolished in 1930?",,,Building
0,"Harsa was disbanded, abolished or demolished in 2019.","What was disbanded, abolished or demolished in 2019?",,,Building
0,"Synagoga w Bukowsku (ul. Sanocka) was dissolved, abolished or demolished on September 1939.","What was dissolved, abolished or demolished on September 1939?",,When was Synagoga w Bukowsku demolished?,Building
0,Coursehorn is made from brick.,What is made from brick?,What is Coursehorn made of?,What material is Coursehorn made from?,Building
0,The Cathedral of St Mary the Crowned is made from brick.,What is the name of the cathedral?,What is the Cathedral of St Mary the Crowned made of?,What material is used to make the Cathedral of St Mary the Crowned?,Building
0,The Heilig Kreuz is made from brick.,What is the name of the building that is made of brick?,What is the Heilig Kreuz made of?,What material is the Heilig Kreuz made from?,Building
0,Dorfkirche Neuenklitsche is made from brick.,What is the name of the church that is made of brick?,What is Dorfkirche Neuenklitsche made of?,What is Dorfkirche Neuenklitsche made of?,Building
0,One World Trade Center is made from reinforced concrete.,What is the name of the building that is made of reinforced concrete?,What is One World Trade Center made of?,What material is One World Trade Center made from?,Building
0,Taqavi House (Qehi) is made from plaster.,What is the name of the house made from plaster?,What is Taqavi House made of?,What is the main material of the Taqavi House?,Building
0,Cartier Subcetate is the direction of the Fortress of Arad.,Cartier Subcetate is the direction of what?,Cartier Subcetate is what direction of the Fortress of Arad?,What is the direction of the Fortress of Arad?,Building
0,The direction of Panamá Viejo Cathedral is Ciudad de Panamá.,What is the name of the cathedral?,What is Ciudad de Panamá?,What is the direction of Panamá Viejo Cathedral?,Building
0,Բնակելի տուն is the direction of Տերյան փող.,What is the direction of <unk> <unk>?,,,Building
0,"Жилой дом с магазином (Мичуринск) is directed to Советская улица, 276.","What is directed to <unk>оветска<unk> ули<unk>а, 276?",,,Building
0,"Խնձորուտ թաղամասի հս մասում, «Քյոր Օղլու յալ» վայրում are the directions for Ամրոց Ալեհերի.",What is the name of the directions for?,,,Building
0,"The direction of the Church of Demetrius of Thessalonik, Shcheleyki is Пристанской переулок, 5.",What is the direction of?,,,Building
0,Coworth House is used as a hotel.,What is used as a hotel?,What is the main purpose of Coworth House?,What is Coworth House used for?,Building
0,Rekitie 24 is a single-family detached home.,What is the name of the single-family detached home?,What is the main purpose of the home?,What type of home is Rekitie 24?,Building
0,Intiankatu 40 is a semi-detached house.,What is the name of the semi-detached house?,What is the main purpose of the house?,What type of house is Intiankatu 40?,Building
0,The 13th Regiment Armory is used as a homeless shelter.,What is used as a homeless shelter?,What is the 13th Regiment Armory used for?,What is the 13th Regiment Armory used for?,Building
0,Onsala church has a cemetery.,What church has a cemetery?,What is the cemetery?,What is Onsala church?,Building
0,Chahartaq is used in the Fire Temple of Konar Siah.,Where is Chahartaq used?,What is Chahartaq used in the Fire Temple of Konar Siah?,What is used in the Fire Temple of Konar Siah?,Building
0,Rapid transit is a service of the Racławicka metro station.,What is the Rapid transit service?,What is Rapid transit?,,Building
0,Pilisjászfalu railway station has a passenger train connection service.,Where is the passenger train service?,What kind of service does Pilisjászfalu railway station have?,What type of service does Pilisjászfalu railway station offer?,Building
0,Winschoten railway station has a connecting service called Sprinter.,Where is the Sprinter service located?,What is Sprinter?,What is the name of the railway station's connecting service?,Building
0,TER Rhône-Alpes is the connecting service for the station Cessieu.,What is the name of the station that TER Rhône-Alpes connects to?,What is TER Rhône-Alpes?,What is the name of the service that connects Cessieu to the station?,Building
0,Wall Street has a connecting service of 5.,What is the name of the street that has a connecting service of 5?,What is Wall Street's 5th-highest service?,How many connections does Wall Street have?,Building
0,The Estación de Calamonte has a connection service with Renfe InterCity.,What is the name of the hotel that has a connection service with Renfe InterCity?,What does the Estación de Calamonte have with Renfe InterCity?,What company does the Estación de Calamonte have a connection service with?,Building
0,Construction of 124a Polna Street in Toruń was a significant event.,What was the name of the street that was built?,,What was the major event that happened on 124a Polna Street?,Building
0,Construction of the Hôtel des Comtes de Méan was a significant event.,What was the name of the hotel that was built?,What was the construction of the Hôtel des Comtes de Méan?,What was the major event that happened to the Hôtel des Comtes de Méan?,Building
0,The cornerstone laying ceremony is a significant event for the Evangelical church.,What church is the cornerstone laying ceremony a significant event for?,What is the cornerstone laying ceremony considered?,What is a significant event for the Evangelical church?,Building
0,The Pavilion No. 10 Standards at the VDNKh was constructed for a significant event.,What was constructed for a significant event?,What was Pavilion No. 10 Standards constructed for?,What was the purpose of the Pavilion No. 10 Standards?,Building
0,Palau Municipal d'Esports Son Moix was rebuilt for a significant event.,What was rebuilt for a major event?,What was the rebuilt Palau Municipal d'Esports Son Moix for?,What was the Palau Municipal d'Esports Son Moix used for?,Building
0,Nagusia 6 etxea was constructed as a significant event.,What was constructed as a significant event?,What was Nagusia 6 etxea constructed as?,What was the significance of Nagusia 6 etxea?,Building
0,Května 87 has a conscription number of 87.,What is the conscription number of the kv<unk>tna?,,,Building
0,Berchembogen has a conscription number of 84.,What is the name of the man who has a conscription number of 84?,What is Berchembogen's rank?,What is Berchembogen's conscription number?,Building
0,Josefská 10 has a conscription number of 505.,Who has a conscription number of 505?,What is the number of Josefská 10?,What is the conscription number of Josefská 10?,Building
0,Lesná 119 has a conscription number of 119.,What is the conscription number for?,What is the number of Lesna 119?,What is the conscription number of Lesna?,Building
0,"Dům čp. 382, řemeslnická kolonie Chaloupky has a conscription number of 382.",What has a conscription number of 382?,,,Building
0,Budova zahradnictví na hradě Špilberk has a conscription number of 217.,What has a conscription number of 217?,,,Building
0,The native label of Teatro Central is Teatro Central.,What is the native label of Teatro Central?,What is the name of the Teatro Central?,What is the native label of Teatro Central?,Building
0,Edificio de 9 Viviendas is a native label.,What is the name of the label?,What is Edificio de 9 Viviendas?,What is the name of the label?,Building
0,ST 1 is a native label.,What is the name of the native label?,What is ST 1?,What is the name of the native label?,Building
0,Art Annex is a native label.,What is the name of the native label?,What is Art Annex?,What is the name of the native label?,Building
0,The native label of Kökar Church is S:ta Annas kyrka.,What is the native label of?,What is the name of the Kökar Church?,What is the native label of Kökar Church?,Building
0,Vivienda 0007 is a native label.,What is the name of the native label?,What is Vivienda 0007?,What is the name of the native label?,Building
0,The main building of the University of Helsinki is occupied by the University of Helsinki.,What is the main building of the University of Helsinki?,Who occupies the main building of the University of Helsinki?,What is the name of the main building of the University of Helsinki?,Building
0,Rembrandt is the occupant of the Rembrandt House Museum.,What is Rembrandt the occupant of?,What is Rembrandt's job title at the Rembrandt House Museum?,Who is the occupant of the Rembrandt House Museum?,Building
0,Csepel FC are the occupants of the Béke téri Stadion.,What stadium does Csepel FC play in?,What is the role of Csepel FC in the Béke téri Stadion?,Who are the occupants of the Béke téri Stadion?,Building
0,Estadio José Antonio Anzoátegui is occupied by Deportivo Anzoátegui.,What is the name of the building occupied by Deportivo Anzoátegui?,What is Deportivo Anzoátegui's occupation?,Who occupies Estadio José Antonio Anzoátegui?,Building
0,Preußischer Landtag is occupied by the Prussian House of Representatives.,What is the name of the land that is occupied by the Prussian House of Representatives?,What is the Prussian House of Representatives' occupation of Preußischer Landtag?,Who occupies the Preußischer Landtag?,Building
0,Chicago Blackhawks are the occupants of the United Center.,What is the name of the arena in which the Chicago Blackhawks are based?,What is the job title of the Chicago Blackhawks?,Who is the occupant of the United Center?,Building
0,Kita-Shinoda Station has 2 platform tracks.,What station has 2 platform tracks?,How many platform tracks does Kita-Shinoda Station have?,How many platform tracks does Kita-Shinoda Station have?,Building
0,Wuyishanbei Railway Station has 2 platforms.,What has 2 platforms?,How many platforms does Wuyishanbei Railway Station have?,How many platforms does Wuyishanbei Railway Station have?,Building
0,Earls Colne railway station has 1 platform.,What has 1 platform?,How many platform tracks does Earls Colne railway station have?,How many platforms does Earls Colne railway station have?,Building
0,Estación de Zarzalejo has 4 platform tracks.,What has 4 platform tracks?,How many platform tracks does Estación de Zarzalejo have?,How many platform tracks does Estación de Zarzalejo have?,Building
0,Bremen-Hemelingen has 2 platform tracks.,What city has 2 platform tracks?,How many platform tracks does Bremen-Hemelingen have?,How many platform tracks does Bremen-Hemelingen have?,Building
0,Eastrington railway station has 2 platforms.,What has 2 platforms?,How many platforms does Eastrington railway station have?,How many platforms does Eastrington railway station have?,Building
0,The Ugao-Miraballes station code is 13110.,What station code is 13110?,What is the Ugao-Miraballes station code?,What is the Ugao-Miraballes station code?,Building
0,Kubota Station has the station code クホ.,What station has the station code <unk>?,,What is the station code for Kubota Station?,Building
0,The station code of Sárbogárd railway station is SD.,What is the station code of?,What is the SD of Sárbogárd railway station?,What is the station code of Sárbogárd railway station?,Building
0,The station code for Kurakuenguchi Station is HK-29.,What station is the station code for?,What is the station code for Kurakuenguchi Station?,What is the station code for Kurakuenguchi Station?,Building
0,The Estación de Blimea station code is 01156.,What station code is 01156?,What is the Estación de Blimea?,What is the Estación de Blimea station code?,Building
0,Petershausen (Oberbay) station has the station code 4907.,What station has the station code 4907?,What is the station code of Petershausen?,What is the station code for Petershausen?,Building
0,John the Baptist is the patron saint of the catholic parish church.,John the Baptist is the patron saint of what church?,What is John the Baptist's name?,Who is the patron saint of the catholic church?,Building
0,Tosa jinja is dedicated to Ajisukitakahikone.,What is dedicated to Ajisukitakahikone?,Who is Tosa jinja?,Tosa jinja is dedicated to what?,Building
0,"St Alphage, Hendon is dedicated to Ælfheah of Canterbury.",What is the name of the church dedicated to <unk>lfheah of Canterbury?,,,Building
0,Santi Cosma e Damiano is dedicated to Saints Cosmas and Damian.,What is dedicated to Saints Cosmas and Damian?,Who is Santi Cosma e Damiano?,Who is Santi Cosma e Damiano dedicated to?,Building
0,"St John the Evangelist's Church, Otterburn is dedicated to John the Evangelist.",What church is dedicated to John the Evangelist?,Who is St John the Evangelist's Church?,Who is St John the Evangelist's Church dedicated to?,Building
0,San Giuseppe (Torre del Lago) is dedicated to Joseph.,What is dedicated to Joseph?,Who is San Giuseppe?,Who is San Giuseppe dedicated to?,Building
0,Cal Jepó is 1129 metres above sea level.,What is the name of the mountain that is 1129 meters above sea level?,What is Cal Jepo's elevation?,How high above sea level is Cal Jepo?,Building
0,Mas Ramon is 522 metres above sea level.,What is the highest point in the sky?,What is Mas Ramon?,How high above sea level is Mas Ramon?,Building
0,Can Roure is 222.5 metres above sea level.,What is the highest point above sea level?,What is Can Roure's elevation?,How high above sea level is Can Roure?,Building
0,Arch House is 25 metres above sea level.,What is the name of the building that is 25 meters above sea level?,What is Arch House's elevation?,How high above sea level is Arch House?,Building
0,Can Colom is elevated 40 metres above sea level.,What is the highest point in the mountains?,How high is Can Colom?,How high above sea level is Can Colom?,Building
0,Wheaton-Glenmont Police Station is elevated 134 metres above sea level.,What police station is elevated 134 meters above sea level?,What is the elevation of the Wheaton-Glenmont Police Station?,How high above sea level is Wheaton-Glenmont Police Station?,Building
0,The Église Saint-Pardoux de Laroquevieille is located in the ecclesiastical territorial entity of paroisse Saint-Louis-de-Hauterive-entre-Doire-et-Authre.,What is located in the ecclesiastical territorial entity of paroisse Saint-Louis-de-Hauterive-entre-Doire-et-Authre?,Where is the Église Saint-Pardoux de Laroquevieille?,The Église Saint-Pardoux de Laroquevieille is located in what ecclesiastical territorial entity?,Building
0,The église Saint-Jean-Baptiste de Bléville is located in the ecclesiastical territorial entity of paroisse Saint-Etienne-des-Hautes-Terres.,What is located in the ecclesiastical territorial entity of paroisse Saint-Etienne-des-Hautes-Terres?,Where is the église Saint-Jean-Baptiste de Bléville?,What is the ecclesiastical territorial entity of?,Building
0,Église Saint-Martin du Poët-Sigillat is located in the ecclesiastical territorial entity of paroisse Notre-Dame-du-Haut-Nyonsais.,What is located in the ecclesiastical territorial entity of paroisse Notre-Dame-du-Haut-Nyonsais?,,What is the ecclesiastical territorial entity of?,Building
0,Gmina Wilkowie is located in the ecclesiastical territorial entity of Parafia św. Mikołaja w Wilkowie.,What is located in the ecclesiastical territorial entity of Parafia <unk>w. Miko<unk>aja w Wilkowie?,,What is the ecclesiastical territorial entity of?,Building
0,Evangelische Stadtkirche is located in the ecclesiastical territorial entity of the Evangelical Lutheran Church in Bavaria.,What is the name of the church located in Bavaria?,Where is the Evangelische Stadtkirche?,What church is Evangelische Stadtkirche located in?,Building
0,Nes kirke is located in the ecclesiastical territorial entity of Hadeland og Land prosti.,What is located in the ecclesiastical territorial entity of Hadeland og Land prosti?,Where is Nes kirke located?,Nes kirke is located in what territorial entity?,Building
0,Fortification subsection 2./V. Babí has part of N-S 86 Havlíček casemate.,What is part of N-S 86 Havl<unk>ek casemate?,,,Building
0,St. Peter und Paul (Thierhaupten) is a part of Thierhaupten Abbey.,What is the name of the abbey where St. Peter and Paul is a part?,What part of Thierhaupten Abbey is St. Peter und Paul?,What is a part of Thierhaupten Abbey?,Building
0,Coudewater is part of the complex Coudewater: psychiatrische inrichting en klooster.,What is Coudewater part of?,What part of the complex Coudewater?,What is the name of the complex that includes Coudewater?,Building
0,Zespół pałacowy is part of the park.,What is part of the park?,,,Building
0,Kaserne has a Nebengebäude.,What city has a Nebengebäude?,What part of Kaserne is a Nebengebäude?,What type of building is Kaserne?,Building
0,Franziskanerkloster Amberg has part of Wohnhaus.,What is the name of the company that is a part of Wohnhaus?,What part of Wohnhaus does Franziskanerkloster Amberg own?,Franziskanerkloster Amberg has a part of what?,Building
0,"The official name of Velká pěchotní kasárna Jana Žižky z Trocnova is ""velká pěchotní kasárna"".",What is the official name of the organization?,,,Building
0,Can Cases is the official name of Can Cases.,What is the official name of Can Cases?,What is Can Cases?,What is the official name of Can Cases?,Building
0,The official name of Fara is fara.,What is the official name of Fara?,What is fara?,What is the official name of Fara?,Building
0,The official name of Divadlo Husovka is Divadlo Husovka.,What is the official name of Divadlo Husovka?,What is Divadlo Husovka's official name?,What is the official name of Divadlo Husovka?,Building
0,The official name of Sýpka s branou is sýpka.,What is the official name of the Brazilian state?,,,Building
0,The official name of Freudenštejn Castle is zřícenina hradu Freudenstein.,What is the official name of the castle?,What is the name of Freudenstein Castle?,,Building
0,Manuel María Smith is the architect of Kai Gane.,What is the name of the project that Manuel Mar<unk>a Smith designed?,,Who is the architect of Kai Gane?,Building
0,William Burn was the architect of Dundas Castle.,What was the name of the castle built by William Burn?,What was William Burn's profession?,Who was the architect of Dundas Castle?,Building
0,Edwin Lutyens was the architect of Castle Drogo.,What was the name of the castle built by Edwin Lutyens?,What was Edwin Lutyens' profession?,Who was the architect of Castle Drogo?,Building
0,The architect of the Palace of Nations is Henri-Paul Nénot.,What is the name of the building that was designed by Henri-Paul Nénot?,What is Nénot's profession?,Who is the architect of the Palace of Nations?,Building
0,Heinrich Koch was the architect of Letohrádek Kinských.,What was Heinrich Koch the architect of?,What was Heinrich Koch's profession?,,Building
0,"Walk Claridge Jones, Sr. was the architect of the First Congregational Church and Parish House.","What was Walk Claridge Jones, Sr. the architect of?",,Who was the architect of the First Congregational Church and Parish House?,Building
0,The stazione di Milano Porta Sempione is located in the time zone Central European Summer Time.,What is located in the time zone Central European Summer Time?,What time zone is the stazione di Milano Porta Sempione located?,What time zone is the stazione di Milano Porta Sempione located in?,Building
0,The stazione di Santo Stefano Udinese is located in the time zone Central European Summer Time.,What is located in the time zone Central European Summer Time?,What time zone is the stazione di Santo Stefano Udinese located?,What time zone is the stazione di Santo Stefano Udinese located in?,Building
0,Les Coeudres railway station is located in the time zone UTC+01:00.,What is the name of the railway station located in the time zone UTC+01:00?,,What time zone is Les Coeudres railway station located in?,Building
0,Fåglavik railway station is located in the time zone Central European Time.,What is located in the time zone Central European Time?,,,Building
0,San Jerónimo is located in the time zone Central European Time.,What is the name of the city in Central European Time?,What time zone is San Jerónimo?,What time zone is San Jerónimo located in?,Building
0,Gare de Bollène-La Croisière is located in the time zone Central European Time.,What is the name of the street in the time zone Central European Time?,What time zone is Gare de Bollène-La Croisière?,What time zone is Gare de Bollène-La Croisière located in?,Building
0,Priort station is named after Priort.,What is the name of the station that is named after Priort?,What is the Priort station named after?,What is the station named after?,Building
0,The Chapel of the Assumption is named after the Assumption of Mary.,What is the name of the chapel named after Mary?,What is the Chapel of the Assumption named after?,The Chapel of the Assumption is named after what?,Building
0,The Church of the Assumption of the Virgin Mary (Nový Rychnov) is named after the Assumption of Mary.,What is the name of the church that is named after the Assumption of Mary?,What is the Church of the Assumption of the Virgin Mary named after?,The Church of the Assumption of the Virgin Mary is named after what?,Building
0,The Saint Michael Archangel church in Kamieńczyk is named after Michael the Archangel.,What church is named after Michael the Archangel?,Who is the Saint Michael Archangel church named after?,Who is the church named after?,Building
0,An der Strangriede is named after An der Strangriede.,What is the name of the German city?,What is An der Strangriede?,What is the name of the German city?,Building
0,The Ernest Zmeták Art Gallery is named after Ernest Zmeták.,What is the name of the art gallery?,What is the Ernest Zmeták Art Gallery named after?,Who is the Ernest Zmeták Art Gallery named after?,Building
0,The series ordinal of the church is 0.,What is the series ordinal of the church?,What is the number of the church's series?,What is the series ordinal of the church?,Building
0,"Austragshaus der Sägmühle, ehemaliges Waldlerhaus has a series ordinal of 0.",What has a series ordinal of 0?,What is the number of units in the Austragshaus der Sägmühle?,What is the series ordinal of Austragshaus der Sägmühle?,Building
0,Nebengebäude has a series ordinal of 7.,What has a series ordinal of 7?,Nebengebäude has what kind of series ordinal?,Nebengebäude has a series ordinal of how many?,Building
0,Berchtesgadener Straße 6 has a series ordinal of 0.,What has a series ordinal of 0.,What is the number of the series ordinal of Berchtesgadener Straße 6?,What is the series ordinal of Berchtesgadener Straße 6?,Building
0,"Hakenhof, ehemaliges Bauernhaus has a series ordinal of 0.",What has a series ordinal of 0?,What is the number of the series ordinal of Hakenhof?,What is the series ordinal of Hakenhof?,Building
0,Marienstraße 22 has a series ordinal of 0.,What has a series ordinal of 0.,What is the number of the series ordinal of Marienstraße 22?,What is the series ordinal of Marienstraße 22?,Building
0,Baniyas Square was officially opened on 09/09/2011.,What was the name of the square that was officially opened on 09/09/2011?,,When was Baniyas Square officially opened?,Building
0,Palazzo d'Italia was officially opened on 26/06/1935.,What was the name of the building that was opened on 26/06/1935?,,When was Palazzo d'Italia opened?,Building
0,The official opening date of West Jiading station is 31/12/2009.,What is the official opening date of?,What is the official opening date of West Jiading station?,What is the official opening date of West Jiading station?,Building
0,Amfiteatr Tysiąclecia was officially opened in 1963.,What restaurant opened in 1963?,,,Building
0,Dunkirk railway station was officially opened in 1838.,What was the name of the railway station that was opened in 1838?,What was the date of the railway station's opening?,When was Dunkirk railway station officially opened?,Building
0,Lebedynska railway station was officially opened in 1895.,What was the name of the railway station that was opened in 1895?,What was the official date of the railway station?,When was the Lebedynska railway station officially opened?,Building
0,Leyton tube station has a connecting line called the Central line.,What station has a connecting line called the Central line?,What is the Central line?,What is the name of the line that connects Leyton tube station to the station?,Building
0,The Hannover–Celle railway line is the connecting line to Großburgwedel station.,What station is connected by the Hannover-Celle railway line?,What is the Hannover-Celle railway line?,What is the name of the railway that connects to Großburgwedel station?,Building
0,The Tobu Skytree Line is the connecting line to Horikiri Station.,What station is connected by the Tobu Skytree Line?,What is the Tobu Skytree Line?,What is the name of the line that connects Horikiri Station?,Building
0,Tegara Station is connected to the Sanyo Electric Railway Main Line.,What station is connected to the Sanyo Electric Railway Main Line?,What is Tegara Station connected to?,What is Tegara Station connected to?,Building
0,Kumilan pysäkki is connected to the Turku–Toijala railway.,What is connected to the Turku-Toijala railway?,What is Kumilan pysäkki connected to?,What is Kumilan pysäkki connected to?,Building
0,Fukasawa Station has a connecting line to the Kosaka Smelting & Refining Kosaka Line.,What station has a connecting line to the Kosaka Smelting & Refining Kosaka Line?,,Fukasawa Station has a connecting line to what line?,Building
0,Islebjerg Church is in the Diocese of Helsingør.,What church is in the Diocese of Helsing<unk>r?,,Where is Islebjerg Church located?,Building
0,Église Saint-Jean-Baptiste d'Haux is in the Roman Catholic Diocese of Bayonne.,What is the name of the church in the Roman Catholic Diocese of Bayonne?,What Roman Catholic diocese is Église Saint-Jean-Baptiste d'Haux in?,Where is Église Saint-Jean-Baptiste d'Haux located?,Building
0,The Monastère de Saint-Vivant de Vergy is in the Roman Catholic Diocese of Autun.,What is the name of the monastery in Autun?,What Roman Catholic diocese is Autun?,Where is the Monastère de Saint-Vivant de Vergy located?,Building
0,"Dormition Cathedral, Khabarovsk is in the diocese of Хабаровская епархия.",What is the name of the cathedral located in Khabarovsk?,,What diocese is Dormition Cathedral?,Building
0,Église de l'Exaltation-de-la-Croix de Châteauneuf-Val-Saint-Donat is in the Roman Catholic Diocese of Digne.,What is the name of the church in the Roman Catholic Diocese of Digne?,What Roman Catholic diocese is the Église de l'Exaltation-dela-Croix de Châteauneuf-Val-Saint-Donat?,Where is the Église de l'Exaltation-de-la-Croix de Châteauneuf-Val-Saint-Donat?,Building
0,The Roman Catholic Suburbicarian Diocese of Porto-Santa Rufina is the diocese of the Cathedral.,What is the name of the cathedral?,What is the name of the Roman Catholic Suburbicarian Diocese of Porto-Santa Rufina?,What is the diocese of the Cathedral?,Building
0,The Catholic Church is the religion of Onze-Lieve-Vrouw Onbevlekt Ontvangenkerk.,What is the religion of the Catholic Church?,What is the Catholic Church?,What is the religion of Onze-Lieve-Vrouw Onbevlekt Ontvangenkerk?,Building
0,The Salvation Army Hq is a religion.,What is the name of the religion?,What is the Salvation Army Hq?,What is the name of the Hq?,Building
0,The Ynysydarren Road Chapel is based on the religion of Christianity.,What is the name of the chapel based on Christianity?,What is the Ynysydarren Road Chapel based on?,What religion is the Ynysydarren Road Chapel based on?,Building
0,Sankt Hans Kirke is a member of the Church of Denmark.,Who is a member of the Church of Denmark?,What is Sankt Hans Kirke a member of?,What church is Sankt Hans Kirke a member of?,Building
0,The Église Saint-Pierre de Saint-Gein's religion is Catholicism.,What is the name of the Église Saint-Pierre de Saint-Gein?,What is Catholicism?,What is the religion of the Église Saint-Pierre de Saint-Gein?,Building
0,The Église Saint-Georges-et-Saint-Quirin de Presles-et-Thierny's religion is Catholicism.,What is the name of the church?,What is Catholicism?,What is the religion of the Église Saint-Georges-et-Saint-Quirin de Presles-et-Thierny?,Building
0,Barraca prop de la carretera de Perafita is in the vernacular architectural style.,What is in the vernacular architectural style?,What style is Barraca prop de la carretera de Perafita?,What type of architecture is Barraca prop de la carretera de Perafita?,Building
0,Měšťanský dům U Petržilků has the baroque architectural style.,What is the name of the baroque architecture?,,,Building
0,The architecture style of the Abbey of Valbenoîte is Romanesque.,What is the name of the Romanesque architecture at the Abbey?,What is the style of the Abbey of Valbenoîte?,What type of architecture is the Abbey of Valbenoîte?,Building
0,The architecture style of the Church of Saint Michael is Czech Gothic.,What is the name of the church?,What is the style of the Church of Saint Michael?,What is the architecture style of the Church of Saint Michael?,Building
0,Baroque is the architectural style of the Church of the Erection of the Cross.,What is the Baroque style of the church?,What is Baroque?,What architectural style is used in the Church of the Erection of the Cross?,Building
